folio,ordenpersona,diaentrevista,mesentrevista,horaentrevista,minutoentrevista,sexo,parentesco,mesnacimiento,agnonacimiento,tenencialicenciaconducir,tenenciatne,tenenciatarjetaadultomayor,escolaridadcurso,escolaridadnivel,escolaridadtitulo,actividadtrabaja,actividadestudia,actividadjubilado,actividadduenacasa,actividadbuscatrabajo1vez,actividadcesante,actividadotro,actividadotro_e,ocupacionprincipal,actividadeconomica,jornadatrabajo,dondeestudia,lugartrabajocomuna,lugarestudiocomuna,realizoviaje,lugardiaregistroviaje,motivonoviaje,motivonoviaje_e,lugarcomienzodia,sector_lugariniciodia,horasalidahora,horasalidaminuto,numeroviajes,viajescaminata,numeroetapas,freqcaminata,freqprivado,freqbus,freqcolectivo,freqbicicleta,freqavion,comprascomuna,saludcomuna,saludcomunaesp,usotic,usotranspub,percepcioningresos,montoingresopersonal,tramoingresopersonal,montogastotransporte,conocimientocampana,campanadiario,campanaradio,campanatelevision,campanaafiche,campanapasacalle,campanapersonas,edad,tramoedad,ingresopersonal,factorexpansionp
11042,2,26,5,15,40,Mujeres,Conyuge o Pareja,12,1974,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero de empresa privada'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,4,0,4,Diario,Diario,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,30000,Si,No,No,No,Si,No,No,47,De 30 a 64 años,362500.0,"15,219"
11042,3,26,5,15,43,Hombre,Hija o Hijo,12,1996,No,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,23.0,55.0,2,0,2,Semanal,Semanal,Nunca,Nunca,Diario,Nunca,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,10000,Si,No,No,No,No,Si,No,25,De 19 a 29 años,423000.0,"38,126"
11051,1,31,8,18,0,Mujeres,Jefe(a) de hogar,1,1977,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,45,De 30 a 64 años,0.0,"15,219"
11051,2,31,8,18,10,Hombre,Conyuge o Pareja,2,1972,Licencia no profesional B,No,No aplica,1,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,55.0,5,0,5,Mensual,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,80000,No,No,No,No,No,No,No,50,De 30 a 64 años,1088500.0,"21,751"
11051,3,31,8,18,20,Hombre,Hija o Hijo,3,2009,No,No,No aplica,7,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,4,3,4,Diario,Diario,Nunca,Nunca,Mensual,Nunca,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,13,De 5 a 13 años,0.0,"14,874"
11052,1,31,8,19,30,Mujeres,Jefe(a) de hogar,2,1978,Licencia no profesional B,No,No aplica,3,Profesionales,Si,Si,No,No,Si,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,20.0,4,4,4,Diario,Semanal,Mensual,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $821.001 y 1.035.000,30000,No,No,No,No,No,No,No,44,De 30 a 64 años,624500.0,"15,219"
11052,2,31,8,19,40,Hombre,Hija o Hijo,8,2006,No,No,No aplica,1,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,4,4,4,Diario,Semanal,Nunca,Nunca,Mensual,Anual,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,16,De 14 a 18 años,0.0,"14,874"
11052,3,31,8,19,50,Hombre,Hija o Hijo,8,2009,No,No,No aplica,6,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,2,2,2,Diario,Semanal,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,13,De 5 a 13 años,0.0,"14,874"
11061,1,31,8,10,30,Mujeres,Jefe(a) de hogar,8,1938,No,No,No,3,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Mensual,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,0,No,No,No,No,No,No,No,84,Mas de 65 años,245000.0,"7,062"
11062,1,1,9,15,30,Hombre,Jefe(a) de hogar,10,1966,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,No,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Nunca,Nunca,Semanal,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,0,No,No,No,No,No,No,No,55,De 30 a 64 años,272500.0,"21,751"
11062,2,1,9,15,40,Mujeres,Conyuge o Pareja,3,1974,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,Si,No,No,No,No aplica,['Trabajador por cuenta propia'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Nunca,Nunca,Diario,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,15000,Si,No,Si,No,No,No,No,48,De 30 a 64 años,423000.0,"15,219"
11062,3,1,9,15,50,Hombre,Hija o Hijo,4,2004,No,Si,No aplica,3,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,2,2,Diario,Semanal,Nunca,Nunca,Diario,Anual,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,18,De 14 a 18 años,0.0,"29,117"
11071,1,28,5,15,50,Mujeres,Jefe(a) de hogar,3,1963,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,Si,No responde,Desconocido,No responde,3000,No,No,No,No,No,No,No,59,De 30 a 64 años,Desconocido,"8,963"
11071,2,28,5,15,39,Mujeres,Hija o Hijo,12,1982,Licencia no profesional B,No,No aplica,1,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,4,0,4,Semanal,Diario,Nunca,Nunca,Anual,Nunca,Si,Si,Desconocido,No,Si,No responde,Desconocido,No responde,200000,No,No,No,No,No,No,No,39,De 30 a 64 años,Desconocido,"10,837"
11072,1,28,5,15,18,Mujeres,Conyuge o Pareja,12,1954,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",180000.0,Menos de $245.000,12000,No,No,No,No,No,No,No,67,Mas de 65 años,180000.0,"5,345"
11072,2,28,5,15,30,Hombre,Jefe(a) de hogar,6,1958,Licencia no profesional B,No,No,5,Primarios (Basica o Preparatoria),Desconocido,Si,No,Si,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",180000.0,Menos de $245.000,10000,No,No,No,No,No,No,No,63,De 30 a 64 años,180000.0,"8,105"
11081,1,13,8,18,47,Mujeres,Jefe(a) de hogar,8,1952,No,No,No,6,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Nunca,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,2000,Si,No,Si,No,No,No,No,70,Mas de 65 años,245000.0,"5,345"
11081,2,13,8,18,55,Hombre,Hija o Hijo,1,1984,No,No,No aplica,8,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,2,2,Diario,Nunca,Nunca,Mensual,Anual,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,5000,No,No,No,No,No,No,No,38,De 30 a 64 años,362500.0,"15,31"
11082,1,11,8,11,44,Hombre,Otro familiar,8,1995,Licencia no profesional B,No,No aplica,8,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Otro,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,13.0,30.0,2,0,2,Semanal,Diario,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,40000,No,No,No,No,No,No,No,27,De 19 a 29 años,423000.0,"15,31"
11082,2,11,8,11,52,Mujeres,Jefe(a) de hogar,3,1948,No,No,No,6,Secundarios (Media o Humanidades),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,5000,Si,No,Si,No,No,No,No,74,Mas de 65 años,245000.0,"5,345"
11091,1,2,9,18,0,Hombre,Jefe(a) de hogar,5,1938,Licencia no profesional B,No,No,3,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En otra direccion,Por otro motivo,Problemas de salud,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,0,No,No,No,No,No,No,No,84,Mas de 65 años,245000.0,"20,251"
11091,2,2,9,18,10,Hombre,Hija o Hijo,10,1967,Licencia no profesional B,No,No aplica,7,Primarios (Basica o Preparatoria),Desconocido,No,No,No,No,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,12.0,0.0,2,0,2,Diario,Semanal,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,2000,No,No,No,No,No,No,No,54,De 30 a 64 años,0.0,"22,231"
11091,3,2,9,18,20,Hombre,Otro familiar,9,1995,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,Si,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,No,En otra direccion,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Anual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,10000,No,No,No,No,No,No,No,27,De 19 a 29 años,362500.0,"38,968"
11091,4,2,9,18,30,Hombre,Otro familiar,1,2000,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,23.0,0.0,2,2,2,Diario,Semanal,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,10000,No,No,No,No,No,No,No,22,De 19 a 29 años,362500.0,"29,76"
11092,1,5,9,14,0,Hombre,Jefe(a) de hogar,8,1943,No,No,No,3,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Anual,Mensual,Semanal,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,5000,No,No,No,No,No,No,No,79,Mas de 65 años,245000.0,"19,814"
11092,2,5,9,14,10,Mujeres,Conyuge o Pareja,6,1950,No,No,No,3,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Anual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,5000,No,No,No,No,No,No,No,72,Mas de 65 años,245000.0,"13,31"
11092,3,5,9,14,20,Hombre,Hija o Hijo,2,1988,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,No,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,2,2,2,Diario,Nunca,Anual,Mensual,Semanal,Nunca,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,34,De 30 a 64 años,0.0,"38,126"
11101,1,25,5,20,0,Mujeres,Jefe(a) de hogar,8,1998,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Mensual,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,No responde,Desconocido,No responde,40000,No,No,No,No,No,No,No,23,De 19 a 29 años,Desconocido,"11,37"
11102,1,27,5,16,14,Mujeres,Jefe(a) de hogar,6,1966,No,No,No aplica,3,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,6.0,15.0,3,0,3,Diario,Semanal,Nunca,Diario,Nunca,Anual,Si,Si,Desconocido,No,Si,No responde,Desconocido,No responde,55000,No,No,No,No,No,No,No,55,De 30 a 64 años,Desconocido,"8,074"
11111,1,2,9,17,0,Mujeres,Jefe(a) de hogar,5,1979,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,0.0,2,1,2,Diario,Nunca,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,20000,No,No,No,No,No,No,No,43,De 30 a 64 años,362500.0,"15,555"
11111,2,2,9,17,10,Mujeres,Pensionista,6,1979,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],"Habitacional (Servicio domestico, enfermera a domicilio)",Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,2,0,2,Diario,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,15000,No,No,No,No,No,No,No,43,De 30 a 64 años,362500.0,"15,555"
11111,3,2,9,17,20,Mujeres,Pensionista,5,1994,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],"Habitacional (Servicio domestico, enfermera a domicilio)",Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,2,0,2,Diario,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,15000,No,No,No,No,No,No,No,28,De 19 a 29 años,362500.0,"27,584"
11111,4,2,9,17,30,Hombre,Pensionista,1,1994,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,3,3,3,Diario,Nunca,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,10000,No,No,No,No,No,No,No,28,De 19 a 29 años,423000.0,"38,968"
11112,1,4,9,16,0,Hombre,Jefe(a) de hogar,10,1948,Licencia no profesional B,No,No,6,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,3,0,3,Diario,Mensual,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,30000,No,No,No,No,No,No,No,73,Mas de 65 años,423000.0,"10,512"
11121,1,4,9,10,22,Mujeres,Jefe(a) de hogar,2,1954,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,Si,No,Si,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Otro,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,14.0,0.0,2,0,2,Diario,Mensual,Nunca,Diario,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,40000,Si,No,No,No,Si,Si,No,68,Mas de 65 años,423000.0,"7,062"
11122,1,4,9,9,53,Mujeres,Conyuge o Pareja,1,1947,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,5000,Si,No,Si,No,No,No,No,75,Mas de 65 años,245000.0,"5,345"
11122,2,4,9,9,58,Hombre,Jefe(a) de hogar,10,1945,No,No,No,6,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,10000,Si,No,Si,No,No,No,No,76,Mas de 65 años,423000.0,"7,956"
11131,1,5,9,17,30,Mujeres,Jefe(a) de hogar,9,1942,No,No,No,6,Primarios (Basica o Preparatoria),Desconocido,Si,No,Si,Si,No,No,No,No aplica,['Empleado u obrero del sector privado'],"Habitacional (Servicio domestico, enfermera a domicilio)",Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,30000,Si,No,Si,No,No,No,No,80,Mas de 65 años,362500.0,"7,062"
11132,1,29,8,14,0,Mujeres,Jefe(a) de hogar,9,1953,No,No,No,3,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Nunca,Mensual,Semanal,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,15000,Si,No,Si,No,No,No,No,68,Mas de 65 años,245000.0,"7,062"
11141,1,11,8,19,10,Hombre,Jefe(a) de hogar,1,1966,No,No,No aplica,8,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Otro,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,20.0,2,2,2,Diario,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,15000,No,No,No,No,No,No,No,56,De 30 a 64 años,423000.0,"8,105"
11141,2,10,8,19,36,Mujeres,Conyuge o Pareja,10,1975,No,No,No aplica,2,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Mensual,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,5000,Si,No,Si,No,No,No,No,46,De 30 a 64 años,0.0,"6,111"
11142,1,13,9,14,30,Hombre,Jefe(a) de hogar,7,1964,Licencia no profesional B,No,No aplica,1,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,30000,No,No,No,No,No,No,No,58,De 30 a 64 años,423000.0,"8,105"
